geneName droNov galGal
TMEM182 DNOV00003170 418721
EIF3H DNOV00007833 420288
LOC101748468 DNOV00009309 101748468
LOC100858447 DNOV00001821 100858447
NPTX2 DNOV00001934 416438
MGAT4A DNOV00003137 418692
CENPK DNOV00002808 427162
LAD1 DNOV00007278 421160
PLEKHF2 DNOV00005068 420234
GRK6 DNOV00002703 416361
TPP1 DNOV00017155 425576
CHST15 DNOV00008411 423952
GEMIN6 DNOV00003565 426266
C3H6ORF64 DNOV00004942 421426
C17H9ORF172 DNOV00011190 427779
ALMS1 DNOV00010558 422949
WDR78 DNOV00011315 429114
PIGT DNOV00008500 419179
CHMP6 DNOV00013266 428673
SBK1 DNOV00010682 426442
NUP214 DNOV00006740 427760
MPZL2 DNOV00014287 419779
AK3 DNOV00012166 426534
HTR1B DNOV00009310 421858
SLC17A9 DNOV00006520 419236
PDE1A DNOV00015995 424116
LOC776275 DNOV00013778 776275
PRKAA1 DNOV00012740 427185
ZPBP2 DNOV00017035 404532
UPK1B DNOV00014872 418345
CDX2 DNOV00004151 374205
ZNF507 DNOV00015728 415764
SLC25A6 DNOV00017295 374072
C9ORF39 DNOV00005720 769413
KIFAP3 DNOV00006290 424395
FANCE DNOV00000366 419891
NT5C1A DNOV00001493 419675
NOTCH1 DNOV00003480 395655
MBD3 DNOV00013521 770153
RASGRP1 DNOV00013327 423290
ANXA6 DNOV00005652 395481
C6ORF163 DNOV00011836 421826
FHL2 DNOV00003179 418726
PDLIM1 DNOV00007038 428948
AHR DNOV00003884 373907
DAPK3 DNOV00013039 101748881
GNAT1 DNOV00013290 395426
RNMTL1 DNOV00006161 417620
NHLRC2 DNOV00007198 423903
TTC26 DNOV00002537 417969
RELN DNOV00010403 427850
PROM1 DNOV00003377 422825
STEAP3 DNOV00012684 424275
ZFYVE1 DNOV00001115 423252
MIPEP DNOV00004174 418942
RABL6 DNOV00011191 417284
WNT8B DNOV00007063 428953
IRF6 DNOV00000245 419863
AP3D1 DNOV00016612 420079
TMEM27 DNOV00007502 418622
LPAR2 DNOV00012513 426086
TACR1 DNOV00016876 395677
LOC416592 DNOV00016711 416592
TMEM79 DNOV00012330 426758
PPP1R2 DNOV00010646 424894
CTNND1 DNOV00015015 428852
TBC1D23 DNOV00003808 418383
LOC423536 DNOV00011556 423536
SLC22A23 DNOV00008651 420881
MTX3 DNOV00002784 427176
LAPTM5 DNOV00009873 419552
BTBD2 DNOV00013510 420080
IL23A DNOV00017748 100858964
MYOM3 DNOV00001473 419690
ACOT11 DNOV00004586 429108
PLXNB1 DNOV00007627 100859325
AMDHD1 DNOV00008379 417917
IFT52 DNOV00008526 419165
STK38 DNOV00000392 428260
RAB22A DNOV00017617 419318
RABEP1 DNOV00001718 395930
OCLN DNOV00016837 396026
TEAD3 DNOV00000370 395810
FGF23 DNOV00014142 428104
MAN2C1 DNOV00002917 415306
COMMD1 DNOV00003549 769006
EPHA7 DNOV00014008 395967
LOC100858979 DNOV00012849 100858979
AMOT DNOV00005807 422336
CCNB3 DNOV00013025 396167
MYO10L DNOV00000126 429030
NOG DNOV00000521 373912
PSEN2 DNOV00001264 374188
INSIG2 DNOV00016335 424276
IL31RA DNOV00010127 427140
EPB41L5 DNOV00009468 424235
CEP290 DNOV00015957 417887
SALL4 DNOV00013858 769286
LOC100858275 DNOV00005939 100858275
TP53I11 DNOV00006703 426399
TMLHE DNOV00005743 422296
BTK DNOV00001629 374075
GJD4 DNOV00008255 420465
BMP2K DNOV00015771 422578
LOC100859853 DNOV00016829 100859853
CHST3 DNOV00012092 396018
ADAMTS18 DNOV00009367 100858277
IL2RA DNOV00004806 395294
CCDC85C DNOV00005484 423447
UBE2CBP DNOV00009293 421843
LOC770126 DNOV00016928 770126
SMC6 DNOV00007416 421950
C19ORF50 DNOV00017969 771070
AGBL1 DNOV00015718 427507
TRIM66 DNOV00003062 423056
TGIF2 DNOV00007001 428131
FKBP3 DNOV00009970 395353
TANK DNOV00000118 424190
GHDC DNOV00015886 420028
ISY1 DNOV00011606 415968
WNT2B DNOV00000228 374243
NHP2L1 DNOV00002566 417986
LOC417414 DNOV00000540 417414
STX12 DNOV00014678 769300
LOC100858625 DNOV00015535 100858625
GOLGA3 DNOV00013007 416791
PAK7 DNOV00001205 416734
ZMAT4 DNOV00013316 426786
MAP2K2 DNOV00017461 396349
SCAF11 DNOV00014519 417805
RNF166 DNOV00014748 425360
ARG2 DNOV00001155 423272
SYNM DNOV00006823 395599
UAP1 DNOV00006251 424368
ANKRD44 DNOV00000629 424055
AAAS DNOV00017291 100859661
USP30 DNOV00000773 416896
TBL2 DNOV00013892 101751077
ACPL2 DNOV00001850 424815
CD300A DNOV00000486 422107
RAB5A DNOV00006904 420649
COX8A DNOV00016441 775974
AICDA DNOV00014945 418257
BBS4 DNOV00002870 415318
RASGEF1A DNOV00005364 423631
TTF2 DNOV00003828 418376
FAM189A2 DNOV00005698 427245
STK32B DNOV00003408 422850
TMED7 DNOV00015921 769360
C1H7ORF60 DNOV00010180 417776
EI24 DNOV00018031 419711
RNF2 DNOV00002132 424452
SAMD7 DNOV00007103 771333
CSTF1 DNOV00015841 419331
ZDHHC12 DNOV00009522 417207
RNF26 DNOV00011916 769803
LSM4 DNOV00018501 420128
ATP6V0A1 DNOV00016164 395474
R3HDM2 DNOV00015963 426509
ARHGAP1 DNOV00006675 428865
WDR48 DNOV00002484 420427
C4ORF33 DNOV00015863 422485
ESD DNOV00003633 418856
LOC420789 DNOV00014433 420789
C7H2ORF66 DNOV00000627 424053
LOC431092 DNOV00006052 431092
SERINC3 DNOV00008480 419196
S1PR1 DNOV00009232 424462
UFD1L DNOV00011694 374186
ACVR2A DNOV00013349 396324
CBLL1 DNOV00009568 417701
FUT7 DNOV00011176 427782
C2H7ORF46 DNOV00006837 420620
P2RY6 DNOV00011982 396114
BUD31 DNOV00005259 416492
PTCH1 DNOV00004500 395806
SPG11 DNOV00013401 415572
PIH1D2 DNOV00011940 419795
KPNA5 DNOV00012840 421738
SEC14L5 DNOV00002305 416396
SDHB DNOV00017053 100859720
ACTR6 DNOV00008355 395348
SPEN DNOV00016905 419460
ACTR5 DNOV00008521 419169
TEC DNOV00002069 396407
FSBP DNOV00005057 770634
FEZ2 DNOV00005550 421472
ADM DNOV00003077 423042
UBTF DNOV00018365 100859792
RIOK3 DNOV00005427 421074
LARGE DNOV00004312 418062
GNPTG DNOV00016712 416591
COPB1 DNOV00003055 423063
SPHKAP DNOV00001885 424789
VMA21 DNOV00008860 422385
SERPINE2 DNOV00001864 424805
FST DNOV00010107 396119
FAM155A DNOV00018988 768473
ATP6V1A DNOV00010768 395821
BLNK DNOV00006563 395733
SOLH DNOV00009794 416389
SLC7A2 DNOV00014842 422730
DCT DNOV00011237 395775
GTF2B DNOV00004231 424518
SPON1 DNOV00003112 395657
CCDC77 DNOV00004368 418149
RNF11 DNOV00004628 424631
VWDE DNOV00003860 420587
EPHA8 DNOV00014764 428198
NT5DC3 DNOV00004271 427914
ZCCHC2 DNOV00009219 420905
CBX2 DNOV00014785 426248
FAM120B DNOV00004465 421552
ACSL4 DNOV00017145 422345
RPP14 DNOV00011462 416064
LOC771735 DNOV00004700 771735
NSUN2 DNOV00014196 420938
DGKH DNOV00014085 769506
LIMCH1 DNOV00002045 422780
ZNF488 DNOV00015469 428956
COG4 DNOV00010025 415681
SPAG1 DNOV00007775 420249
ARL14EPL DNOV00015916 100858213
ERI1 DNOV00001892 422629
C1H3orf17 DNOV00003849 418364
CCDC56 DNOV00012532 772251
MLIP DNOV00014499 421889
TIGD5 DNOV00005884 101749031
NDOR1 DNOV00011202 417280
THPO DNOV00006043 414803
C14H16ORF73 DNOV00005318 416539
AARS2 DNOV00004955 421436
NCSTN DNOV00015165 426905
GSS DNOV00015557 428135
MPP3 DNOV00012554 419985
C20H20ORF123 DNOV00008467 419205
ZNF827 DNOV00009620 422465
FBXO4 DNOV00018154 431586
BMP5 DNOV00014506 396053
TAF9 DNOV00009128 422152
LOC424300 DNOV00012936 424300
HADH DNOV00016769 420290
SFXN5 DNOV00010550 422954
EVI5L DNOV00016523 430998
KDM8 DNOV00016722 416583
PHB2 DNOV00011801 771124
BCLAF1 DNOV00002378 100858086
LBR DNOV00001249 396285
RHOH DNOV00002036 428786
TADA2B DNOV00003423 428796
HSD17B4 DNOV00009611 395785
WBP4 DNOV00014079 418829
UNC119B DNOV00001367 416970
RASSF1 DNOV00012761 101750777
C1ORF130 DNOV00001466 419596
GABRA3 DNOV00016957 422289
PPAT DNOV00002105 422743
RPL13 DNOV00015970 395849
TMPRSS12 DNOV00014928 426872
LOC428073 DNOV00003673 428073
SNW1 DNOV00004044 423381
RSPH10B DNOV00001924 100859701
ARHGAP31 DNOV00014873 418344
TMEM129 DNOV00006402 422900
FRMPD1 DNOV00014349 100859250
RUNDC3B DNOV00000946 420535
CALCOCO2 DNOV00010501 419993
SOCS1 DNOV00002264 416630
C17H9ORF91 DNOV00003231 417248
SARNP DNOV00017963 425058
KCTD10 DNOV00000767 416900
BMP8B DNOV00001497 771058
SPSB4 DNOV00001848 429129
CITED4 DNOV00014679 395465
MYO1H DNOV00000768 768372
LOC101749260 DNOV00008923 101749260
S100Z DNOV00002763 431598
API5 DNOV00006719 423168
GPR135 DNOV00017400 428921
TDRD1 DNOV00012240 423906
UBTD2 DNOV00002674 416202
FSHB DNOV00012308 374108
RGMA DNOV00015704 395214
MYRFL DNOV00004067 100858458
NEGR1 DNOV00011341 395662
LAMB1 DNOV00009564 396478
MYSM1 DNOV00004566 424671
AHCTF1 DNOV00005566 421484
MCM2 DNOV00007654 416027
IMMT DNOV00006386 422912
HEATR3 DNOV00007685 415734
SCYL3 DNOV00006291 424396
LOC101752245 DNOV00011142 101752245
MMRN2 DNOV00005405 423611
SALL3 DNOV00009213 395359
SRR DNOV00007382 771635
LTK DNOV00001056 423216
MRPS34 DNOV00009759 426987
TH1L DNOV00015291 419312
BACH2 DNOV00011813 421809
TOP3B DNOV00011703 416771
SUPV3L1 DNOV00012649 423697
CHRNA6 DNOV00009403 396321
FOXO3 DNOV00006640 421769
SRP54 DNOV00010077 423322
ASCL4 DNOV00004302 427912
HOXD13 DNOV00000024 396415
LOC424201 DNOV00000140 424201
SDK2 DNOV00015076 395215
TRRAP DNOV00001936 416440
RANBP10 DNOV00014816 415653
PI4K2A DNOV00008340 425291
NEU4 DNOV00013551 429131
FTSJD1 DNOV00010012 427537
MKNK1 DNOV00005908 771961
TLDC2 DNOV00006992 101747236
CD80 DNOV00012189 768950
ALKBH2 DNOV00000772 416897
STEAP2 DNOV00000955 420541
SOX30 DNOV00005615 416243
SH3BGRL3 DNOV00001439 768795
SLC4A9 DNOV00012363 769199
ANKRD32 DNOV00011728 427111
FOXK2 DNOV00007148 427798
CST3 DNOV00010207 396497
LPPR5 DNOV00009255 424477
LOC100858806 DNOV00017036 100858806
IRX4 DNOV00014824 373974
SPAG9 DNOV00000505 422095
CZH9orf85 DNOV00005688 770483
AKAP9 DNOV00000964 395695
NCOA4 DNOV00005397 423615
GDF7 DNOV00013952 428655
DUS4L DNOV00009570 769352
FAM207A DNOV00010989 424042
CZH5ORF28 DNOV00016030 427193
SFTPA1 DNOV00005367 395308
HS3ST5 DNOV00012851 428621
FLT1 DNOV00004148 374100
IVNS1ABP DNOV00002129 426862
C2H3ORF75 DNOV00016934 420379
RICTOR DNOV00012735 427447
SERINC2 DNOV00009882 419558
ZMYM6NB DNOV00011638 100857984
CDC14A DNOV00009237 424466
GNB2L1 DNOV00014232 417044
ATP5J2 DNOV00005262 416495
OVOL2 DNOV00010213 416720
ACRC DNOV00001613 422202
PIGQ DNOV00009791 770171
UBIAD1 DNOV00004668 419456
SLC5A1 DNOV00001387 395496
ERCC4 DNOV00002248 416420
APC2 DNOV00016270 429363
B9D1 DNOV00005297 416525
CD47 DNOV00003779 418408
GCC1 DNOV00015516 430581
FAH DNOV00004758 415482
ATRIP DNOV00017348 415949
MFN2 DNOV00004684 419484
MRPL24 DNOV00012353 768957
TSPAN18 DNOV00006704 395586
PDE4A DNOV00008529 769860
RASL10B DNOV00001752 771592
NUP62 DNOV00016947 422183
DDX17 DNOV00002623 418024
LAG3 DNOV00011792 418287
METTL19 DNOV00003433 422871
PLEKHA1 DNOV00016938 423940
CCDC148 DNOV00014179 424327
FBLN7 DNOV00003581 421229
GEM DNOV00005055 404771
HSPB11 DNOV00004596 424654
TBC1D22B DNOV00000380 421181
AOAH DNOV00013533 420737
LOC418811 DNOV00008119 418811
HSD3B7 DNOV00001723 417505
TAF4 DNOV00006497 419223
RASD2 DNOV00004320 418057
USP39 DNOV00018499 100859000
IFRD1 DNOV00010176 395226
PIGL DNOV00006141 417600
SLITRK3 DNOV00007082 101747514
TC2N DNOV00006201 423412
MGAT4B DNOV00002646 416285
GBE1 DNOV00012144 427964
NXPE3 DNOV00003790 418403
TCERG1L DNOV00008441 423969
CAND2 DNOV00012485 416121
TLR7 DNOV00011865 418638
LOC415758 DNOV00007720 415758
STC1 DNOV00005221 428201
C1QA DNOV00014763 419504
DEK DNOV00011567 420828
MPV17L2 DNOV00008531 100857696
CLK1 DNOV00000647 100858576
SVOP DNOV00000774 416895
FAM214A DNOV00015608 415416
COLEC11 DNOV00016379 428649
ETV6 DNOV00004923 395750
WIPI2 DNOV00002008 416481
KCNS1 DNOV00008490 770173
RAD17 DNOV00013799 404778
LOC101747815 DNOV00011143 101747815
CSDE1 DNOV00000202 419886
PTDSS2 DNOV00015591 422997
LOC769510 DNOV00002438 769510
PHF16 DNOV00015687 418674
GTF2E1 DNOV00010754 418328
NLRC3 DNOV00010687 416673
MARS2 DNOV00014114 428689
ARHGEF19 DNOV00015638 419033
RPL35 DNOV00011762 374133
GATA3 DNOV00004821 419106
FUT10 DNOV00009396 395073
ACSL1 DNOV00008615 422547
IP6K2 DNOV00007580 416010
PTGDS DNOV00011183 374110
MED16 DNOV00008970 420099
CHCHD7 DNOV00012588 770709
KIAA1239 DNOV00002014 428789
MDN1 DNOV00011816 421811
ZC4H2 DNOV00009170 422176
SCG2 DNOV00001861 424808
DUSP18 DNOV00013148 417005
HES6 DNOV00001833 424829
ANKDD1B DNOV00002756 431596
WRNIP1 DNOV00008635 395089
TMEM41A DNOV00010792 424875
SOCS5 DNOV00011023 428570
ENOPH1 DNOV00012214 422600
FLRT2 DNOV00015315 428901
CD93 DNOV00015695 421234
FSCN1 DNOV00005248 416485
LOC101749073 DNOV00009852 101749073
SAR1B DNOV00002944 416314
EMC3 DNOV00013279 415936
RUNX1 DNOV00007347 396152
LOC101748788 DNOV00009405 101748788
TXNDC17 DNOV00003700 417680
MAP3K7 DNOV00011811 421808
TSHZ1 DNOV00016460 428513
C1HXorf23 DNOV00007475 100858121
LOC101747844 DNOV00001054 101747844
FOLR1 DNOV00017198 395638
THRAP3 DNOV00013642 419623
MATN2 DNOV00005079 426584
CCDC28A DNOV00002356 421679
LIFR DNOV00012732 395262
CAMLG DNOV00002942 395808
LRRC38 DNOV00004692 428194
PPM1L DNOV00007071 429162
LOC420748 DNOV00014478 420748
RIMKLB DNOV00014943 418255
EVI2A DNOV00003726 776037
CLN8 DNOV00016582 421902
SPG20 DNOV00014542 418902
LOC419888 DNOV00000200 419888
TALDO1 DNOV00013833 423019
SLC31A1 DNOV00003273 417268
FAM162A DNOV00012073 418270
HDGFRP3 DNOV00004732 415463
NDUFAF1 DNOV00001052 423214
RUSC1 DNOV00012721 425062
GPR82 DNOV00017793 101750076
SLC41A1 DNOV00000282 419837
BFSP2 DNOV00008179 396141
ADK DNOV00005331 423735
IL4I1 DNOV00014260 417039
POC5 DNOV00002757 427210
DPH2 DNOV00008764 424574
C4ORF17 DNOV00007992 772145
GPBP1L1 DNOV00005932 424603
HOPX DNOV00015118 395241
SRSF4 DNOV00009867 419600
METTL23 DNOV00013627 100859394
STX3 DNOV00007862 428839
KLHDC5 DNOV00015628 419046
LOC101748065 DNOV00003250 101748065
GABRG2 DNOV00016076 396289
RAPSN DNOV00006691 395986
KBTBD2 DNOV00014477 420749
HSPA12A DNOV00012255 423917
LOC100859023 DNOV00001413 100859023
TINAG DNOV00014501 421888
LOC101750367 DNOV00009060 101750367
TTC29 DNOV00016919 422468
C12ORF10 DNOV00017289 426187
DNAJC18 DNOV00011892 416189
MANBA DNOV00007971 422712
LOC101752017 DNOV00010148 101752017
DEPTOR DNOV00006528 419242
DNMT3B DNOV00009052 419287
CTNNAL1 DNOV00014411 100858912
SCOC DNOV00009647 422446
CCDC64 DNOV00001345 770422
TTC7A DNOV00011021 421414
TMEM41B DNOV00003069 423047
LMF1 DNOV00005305 416528
CCDC69 DNOV00005650 416268
KCNE2 DNOV00007354 427979
NPRL2 DNOV00012762 425132
ZRSR2 DNOV00007501 428002
CSRP2 DNOV00004095 396128
MAPK9 DNOV00013118 395983
DYNC1LI1 DNOV00001031 420668
C14ORF4 DNOV00004028 429422
TBR1 DNOV00000116 429029
HSD3B2 DNOV00012082 396015
MAMDC4 DNOV00011188 101751695
C9ORF58 DNOV00006739 417179
PEO1 DNOV00008301 425626
ADRBK2 DNOV00000751 416904
BTC DNOV00017790 448833
NUDT12 DNOV00017064 768471
TYRP1 DNOV00005740 395913
ARHGAP39 DNOV00006983 419132
LOC101748127 DNOV00001278 101748127
GJA9 DNOV00013671 100859395
GPRIN3 DNOV00017507 428740
PGM1 DNOV00015308 424691
LOC100859425 DNOV00013193 100859425
FBLN1 DNOV00004912 373979
FOXO4 DNOV00001601 428703
LOC100858093 DNOV00005473 100858093
INDOL1 DNOV00013318 426785
TMEM50B DNOV00013752 418503
ARL2 DNOV00002699 769546
TRIM32 DNOV00003222 101748429
ZNF207 DNOV00000539 417413
FBXO43 DNOV00007776 420245
FAM82A1 DNOV00004999 421465
SLC7A3 DNOV00001599 422213
DNAJB6 DNOV00010053 420448
PIGY DNOV00017362 101748971
FAM20B DNOV00002184 424427
TCTEX1D2 DNOV00009692 424914
FAM183A DNOV00008742 424557
CCNK DNOV00005483 423446
SLC39A3 DNOV00016826 429050
TFAM DNOV00015570 373888
OAT DNOV00008412 426430
LOC423623 DNOV00005376 423623
LOC101747463 DNOV00017695 101747463
RBM17 DNOV00004807 418248
ELOVL6 DNOV00014910 428772
RER1 DNOV00006094 419397
PIP5K1C DNOV00008234 420072
ETV3 DNOV00015174 426718
IFNGR1 DNOV00002368 421685
PAH DNOV00004269 408024
SUMO1 DNOV00000672 373930
ASPM DNOV00010474 424354
DBNDD2 DNOV00008499 419180
PCYT1A DNOV00009693 424915
STC2 DNOV00002685 416208
RGS4 DNOV00006241 378901
CANX DNOV00002643 416288
RPAP3 DNOV00014513 417811
MCM9 DNOV00012824 100857742
VPS8 DNOV00010787 429138
CMC1 DNOV00017337 420659
KIAA0930 DNOV00004906 418241
SLC46A2 DNOV00013425 431636
CCDC167 DNOV00004952 421433
CCNT1 DNOV00017860 100859215
OXTR DNOV00012496 429211
PCDH8 DNOV00014075 428065
AGFG1 DNOV00001881 424793
SPICE1 DNOV00010764 418322
KCTD3 DNOV00014888 421359
AIMP2 DNOV00001922 769030
NADSYN1 DNOV00010313 422983
PRKCD DNOV00012757 415905
TNR DNOV00002168 396213
BAG5 DNOV00005528 423482
IL12RB2 DNOV00011319 424705
ATP2C2 DNOV00011492 100859316
LYRM1 DNOV00001895 427003
GSTO1 DNOV00007239 423881
TNNT2 DNOV00007279 396433
KLHDC8A DNOV00000292 419829
SCAMP5 DNOV00002910 426413
ELAVL1 DNOV00008226 395637
SYT4 DNOV00017636 422960
SEH1L DNOV00009426 100859886
HNRNPR DNOV00014670 419570
PHYHIPL DNOV00011987 423603
ANKH DNOV00012436 420917
C8ORF22 DNOV00012623 425711
YARS2 DNOV00006355 418131
IDH1 DNOV00000717 424112
PKD2L1 DNOV00017949 428954
MDM4 DNOV00000300 419823
BPHL DNOV00008646 420885
R3HCC1 DNOV00005216 419534
SLC25A36 DNOV00001849 424817
STK32C DNOV00008448 769291
DISP2 DNOV00013846 428836
SEC14L1 DNOV00013623 417350
LOC417537 DNOV00001766 417537
NAE1 DNOV00009348 415792
PAFAH2 DNOV00001450 769963
RNF43 DNOV00001655 100857874
PAPSS2 DNOV00012038 423678
NDUFB5 DNOV00006019 424978
SGPP2 DNOV00001856 424813
ITIH5 DNOV00004814 419111
SRPK2 DNOV00010397 417711
C1H3ORF15 DNOV00010745 427953
COPS4 DNOV00012220 422594
RPL38 DNOV00015077 771528
MAP3K2 DNOV00000195 424225
PPP2R5D DNOV00010189 421250
STUB1 DNOV00018055 426918
ADI1 DNOV00016376 421918
SH3RF1 DNOV00010720 422434
C1H1ORF114 DNOV00003839 418370
LEF1 DNOV00016770 395865
C2ORF62 DNOV00000174 426213
ATXN10 DNOV00004913 418245
RMND1 DNOV00008784 421636
PATZ1 DNOV00001375 416963
C1H12ORF4 DNOV00014144 419041
MACC1 DNOV00003896 420604
YLPM1 DNOV00003999 423356
METTL11A DNOV00006720 425539
SEPT8 DNOV00002974 416333
PLAC9 DNOV00005358 423636
SH3D19 DNOV00014595 422478
TH DNOV00006469 395592
GUCA1C DNOV00003771 427960
YWHAG DNOV00001739 427820
LOC100858437 DNOV00011513 100858437
FAM69B DNOV00003483 417139
SPCS2 DNOV00015419 419056
AMOTL2 DNOV00017453 424863
RHCG DNOV00004772 415490
ARL6IP1 DNOV00002224 416604
BID DNOV00004394 395236
CDH3 DNOV00018163 414845
BIRC7 DNOV00006524 419239
PIGX DNOV00013559 424859
LOC422177 DNOV00013028 422177
SERINC5 DNOV00002786 427175
MINPP1 DNOV00012039 395356
CCND1 DNOV00010310 396341
TMEM42 DNOV00008156 420707
EEF1A1 DNOV00013600 373963
RAD54L DNOV00005918 424611
SCLY DNOV00010776 424739
RABL3 DNOV00010753 418329
DNAJC27 DNOV00013590 402783
CYYR1 DNOV00016420 770067
CYB5B DNOV00017742 415865
TMEM51 DNOV00004699 771913
TRIM42 DNOV00001847 424818
TRAPPC2L DNOV00014742 415847
GEN1 DNOV00007415 421951
LOC101752174 DNOV00017737 101752174
MTSS1L DNOV00010020 415679
PAK6 DNOV00013841 428837
MMGT1 DNOV00001562 422240
TTLL7 DNOV00004196 424543
EDNRA DNOV00016918 373908
LANCL2 DNOV00012915 420779
HS2ST1 DNOV00004223 395140
PCNA DNOV00014059 373984
PRORSD1P DNOV00008024 421212
LYSMD4 DNOV00006818 427510
PLCH1 DNOV00009916 425030
KLHL36 DNOV00011489 415816
ATCAY DNOV00013041 420094
RAD51D DNOV00001757 417528
ISM2 DNOV00004041 428897
C1H21ORF59 DNOV00012289 418497
RAMP1 DNOV00015226 424016
FHL5 DNOV00014014 421803
SLC2A5 DNOV00004635 419438
NHS DNOV00007490 418616
TDRD7 DNOV00014995 430492
TOPAZ1 DNOV00001026 100857244
MTL5 DNOV00015581 768517
FBXO48 DNOV00003530 421265
NUP37 DNOV00006302 418093
COX19 DNOV00001952 416452
TNPO3 DNOV00017804 426277
CAPN7 DNOV00001009 420683
MMACHC DNOV00005936 424597
C18H17ORF106 DNOV00000422 100529060
MUC16 DNOV00013063 769718
EIF3E DNOV00005011 420272
AGTPBP1 DNOV00004516 427460
GPI DNOV00009337 415783
HIC2 DNOV00011709 416768
TGFBR3 DNOV00004244 374251
ADAMTSL5 DNOV00016264 427264
KIAA0195 DNOV00000447 422124
TPRN DNOV00003259 417259
LGALS2 DNOV00013237 425107
CPSF3 DNOV00007448 421929
MYBPC1 DNOV00006308 418099
SLC25A25 DNOV00003203 417230
FAM5B DNOV00002173 424433
EPB41L2 DNOV00002409 421703
MIS12 DNOV00001712 693254
SLC48A1 DNOV00016694 426887
POLDIP3 DNOV00002546 417974
C8ORF42 DNOV00016587 421905
C3H1ORF31 DNOV00004420 771652
ECHS1 DNOV00012029 770828
MTF2 DNOV00004256 395174
OSR2 DNOV00017639 771523
STX16 DNOV00015287 419315
LOC427948 DNOV00017416 427948
TAF11 DNOV00000355 419899
HSP90B1 DNOV00004272 374163
RGS22 DNOV00007777 101751119
EHD3 DNOV00001271 421306
LOC418339 DNOV00015099 418339
TSPAN4 DNOV00016053 423104
PAIP2 DNOV00011887 416187
PDLIM4 DNOV00002964 395643
SP1 DNOV00018701 395303
LOC770309 DNOV00005651 770309
C1ORF35 DNOV00002433 769525
SUCLA2 DNOV00003635 418857
GALE DNOV00001480 419686
DDX55 DNOV00000859 416820
MECR DNOV00009868 419601
TAB1 DNOV00002605 418014
SWAP70 DNOV00003075 423044
AKR1A1 DNOV00005934 424599
MANF DNOV00010919 770664
MRAP DNOV00012285 418495
SLITRK2 DNOV00018445 422396
C1QTNF7 DNOV00003385 422831
PTPN14 DNOV00014893 421360
LOC769559 DNOV00013047 769559
TRAF4 DNOV00007359 417577
RAPH1 DNOV00000709 424107
PARP11 DNOV00017477 418264
CAND1 DNOV00010913 417837
VPS41 DNOV00012887 420762
AKD1 DNOV00006631 771077
CCDC104 DNOV00008022 421209
MAPKAPK2 DNOV00000268 419847
VTN DNOV00007377 395935
LOC421502 DNOV00005591 421502
HELLS DNOV00007039 423750
TRIM28 DNOV00018075 430538
CUX1 DNOV00001727 396358
HECW2 DNOV00000623 424050
NRN1 DNOV00008663 420873
ODC1 DNOV00007436 421937
MRPS33 DNOV00006337 418119
IRX2 DNOV00014826 373975
RET DNOV00005362 396107
ELMO1 DNOV00013531 420735
C7 DNOV00012742 427187
BOK DNOV00011105 395445
SNED1 DNOV00011095 424846
C5ORF22 DNOV00017729 420910
RQCD1 DNOV00000169 424215
TBX22 DNOV00009118 373895
LZTFL1 DNOV00008170 420698
USP43 DNOV00007170 101751148
C12ORF43 DNOV00001371 416966
TPCN1 DNOV00001331 417033
INTU DNOV00011415 422494
EMX1 DNOV00010549 768977
METAP2 DNOV00008385 417912
PSEN1 DNOV00001113 373977
PAMR1 DNOV00012785 423158
TRAF3IP2 DNOV00006614 421752
TRERF1 DNOV00010292 421386
TFPI DNOV00000586 423989
ERLEC1 DNOV00008037 101751309
HORMAD1 DNOV00011160 425071
AKTIP DNOV00007668 415720
HINT3 DNOV00003932 769579
ARFGAP2 DNOV00006681 423187
TP53INP1 DNOV00005066 420232
PPP1R15B DNOV00000304 100857158
C5H14ORF45 DNOV00003986 423344
CYP7A1 DNOV00016651 414834
PPP1R3B DNOV00015125 422630
SHF DNOV00002827 415339
ABAT DNOV00002285 416642
EEPD1 DNOV00013537 420740
SNX19 DNOV00012654 419734
PALMD DNOV00009252 424475
C6H10orf53 DNOV00005393 101751064
TRIM71 DNOV00001028 428445
TMEM208 DNOV00014804 100857564
KCNJ4 DNOV00002626 395903
CLU DNOV00017404 395722
EFNB2 DNOV00014222 395625
LOC428957 DNOV00017046 428957
MLF1IP DNOV00008614 422548
WDR11 DNOV00015348 423935
GPR182 DNOV00016739 100858910
SLA2 DNOV00006985 100858750
LOC100859328 DNOV00009581 100859328
LHX4 DNOV00002199 776024
TBRG4 DNOV00016064 420408
RNF19A DNOV00007774 420251
IL1R2 DNOV00003161 418715
PSMD9 DNOV00000822 416853
CASP8AP2 DNOV00011815 421810
OSBP2 DNOV00013153 417002
CYP3A7 DNOV00002002 414832
TMEM184C DNOV00016917 422469
FAHD2A DNOV00017491 426684
PIK3R5 DNOV00007176 417319
NR1I3 DNOV00011131 395439
VASH1 DNOV00004025 423369
LOC772187 DNOV00005534 772187
SAFB DNOV00009010 426047
TRIM2 DNOV00014607 100857562
TCTN1 DNOV00000807 416870
PANK4 DNOV00006098 100736561
MRPL20 DNOV00010591 770979
RSPH4A DNOV00007965 422717
NBR1 DNOV00012545 420007
SLC25A37 DNOV00005220 419530
NARF DNOV00007143 417341
LOC426699 DNOV00005671 426699
KIAA0753 DNOV00003699 417681
KIF4A DNOV00009129 395823
GPSM2 DNOV00010451 424342
