geneName	gene	geneID
PLCB4	DNOV00001203	gene3982
CDC42BPA	DNOV00001266	gene3961
CPNE8	DNOV00009551	gene180
BRD1	DNOV00008906	gene193
DEPDC6	DNOV00007816	gene3676
EXOSC3	DNOV00005373	gene7460
PIK3CG	DNOV00010384	gene159
BAHD1	DNOV00013849	gene6434
TTBK1	DNOV00010202	gene4012
RRBP1	DNOV00010209	gene4003
CRELD2	DNOV00008909	gene196
BICC1	DNOV00011986	gene7421
MAGI2	DNOV00010421	gene127
LRIG3	DNOV00014511	gene302
GALNTL4	DNOV00003087	gene6549
AMPD3	DNOV00003078	gene6557
RSU1	DNOV00000932	gene2523
BRSK2	DNOV00006485	gene6646
WIF1	DNOV00010902	gene321
KCNMB4	DNOV00004069	gene351
INO80	DNOV00001047	gene6844
TSPAN13	DNOV00003881	gene2624
SIPA1L1	DNOV00001122	gene6903
SPRED1	DNOV00013329	gene6963
SEMA7A	DNOV00002893	gene9690
OC3	DNOV00012332	gene474
CD38	DNOV00003380	gene6160
SMAD1	DNOV00009622	gene5593
ASB3	DNOV00018678	gene3831
UBE2V1	DNOV00013874	gene13643
TCF7L2	DNOV00007205	gene7880
TRIM27	DNOV00014236	gene12154
SCIN	DNOV00003862	gene2613
KIF2A	DNOV00002820	gene15874
HNF4beta	DNOV00011486	gene10383
HSPA13	DNOV00012133	gene1286
E2F6	DNOV00007427	gene4911
SEMA3A	DNOV00004860	gene117
SOX4	DNOV00009172	gene2994
REEP5	DNOV00012579	gene16155
BEST4	DNOV00005954	gene8923
NBEA	DNOV00014533	gene1943
IFT81	DNOV00000834	gene11841
ARSA	DNOV00016509	gene9
SBF1	DNOV00015511	gene16
LOC100859230	DNOV00017669	gene32
PLXNA4B	DNOV00004802	gene59
SFMBT2	DNOV00004811	gene73
UPF2	DNOV00004830	gene89
SEC61A2	DNOV00004832	gene91
DHTKD1	DNOV00004831	gene90
MCM10	DNOV00004839	gene97
LOC100858048	DNOV00004847	gene106
ACZ	DNOV00004862	gene119
KIF21A	DNOV00009553	gene177
PCLO	DNOV00004863	gene120
RSBN1L	DNOV00010418	gene133
ATXN7L1	DNOV00010393	gene155
LOC427844	DNOV00009557	gene174
CELSR1	DNOV00009546	gene186
HYALP1	DNOV00008941	gene220
CADPS2	DNOV00008951	gene228
C1H7orf58	DNOV00017204	gene234
PLXNB2	DNOV00008929	gene211
C1H12orf26	DNOV00004118	gene391
DOCK4	DNOV00010174	gene269
ADAMTS20	DNOV00010154	gene284
PTPRB	DNOV00004070	gene352
LOC772154	DNOV00004107	gene382
TMTC2	DNOV00016628	gene392
FGD6	DNOV00008390	gene430
EP300	DNOV00002584	gene570
ANO4	DNOV00013412	gene458
C1H7orf55	DNOV00002541	gene529
TCF20	DNOV00002551	gene540
ZC3H7B	DNOV00002578	gene566
CARD10	DNOV00013235	gene634
LOC100859707	DNOV00004340	gene641
KCTD17	DNOV00004338	gene643
CSF2RB	DNOV00004334	gene647
LOC100857102	DNOV00004311	gene666
RIC8B	DNOV00004294	gene682
POLR3B	DNOV00004292	gene684
DENND2A	DNOV00006332	gene743
FGD4	DNOV00006357	gene768
LMO3	DNOV00017304	gene831
ABCC9	DNOV00010525	gene858
EFCAB6	DNOV00004892	gene895
STAB2	DNOV00004270	gene711
TBXAS1	DNOV00006312	gene726
TMTC1	DNOV00004354	gene778
LOC100858559	DNOV00004355	gene779
IQSEC3	DNOV00004363	gene783
SLC6A13	DNOV00004366	gene785
B4GALNT3	DNOV00004369	gene789
CACNA1C	DNOV00004386	gene801
MICAL3	DNOV00004395	gene811
PIK3C2G	DNOV00017308	gene833
SLCO1A2	DNOV00010543	gene842
CASC1	DNOV00010519	gene866
JHDM1D	DNOV00006325	gene738
RAD51AP1	DNOV00014145	gene941
VWF	DNOV00015641	gene954
NOP2	DNOV00012060	gene1005
STXBP5L	DNOV00010756	gene1091
GRAMD1C	DNOV00014859	gene1132
LOC418355	DNOV00014855	gene1133
SPAG17	DNOV00012086	gene1074
VTCN1	DNOV00010762	gene1085
CTC1	DNOV00010761	gene1086
POLQ	DNOV00010757	gene1090
LOC100859265	DNOV00014867	gene1126
DPT	DNOV00003835	gene1157
PVRL3	DNOV00003767	gene1209
MPZL1	DNOV00018459	gene1241
FILIP1L	DNOV00003809	gene1173
ZBTB11	DNOV00003793	gene1189
LOC418421	DNOV00011392	gene1216
NSUN3	DNOV00011377	gene1232
PTGFRN	DNOV00012194	gene1254
CD101	DNOV00012193	gene1255
ROBO2	DNOV00012140	gene1280
LOC418468	DNOV00012134	gene1285
ADAMTS5	DNOV00016425	gene1310
HUNK	DNOV00012283	gene1326
C1HXorf30	DNOV00016322	gene1469
LOC100857426	DNOV00014946	gene1471
C1HXorf23	DNOV00007474	gene1504
MAP3K15	DNOV00007478	gene1507
LOC418544	DNOV00010861	gene1417
IL1RAPL1	DNOV00016865	gene1481
SCML2	DNOV00007486	gene1514
FAM165B	DNOV00007353	gene1359
CLIC6	DNOV00007349	gene1362
DSCAM	DNOV00007314	gene1394
KDM6A	DNOV00010878	gene1437
LOC426097	DNOV00011859	gene1553
CUL4A	DNOV00009744	gene1695
ATP10A	DNOV00003128	gene1612
RNF149	DNOV00003157	gene1644
LOC418713	DNOV00003159	gene1646
IL1RL2	DNOV00003163	gene1652
FAM70B	DNOV00009734	gene1687
DCUN1D2	DNOV00009740	gene1691
ITGBL1	DNOV00014207	gene1741
GPC5	DNOV00011245	gene1776
TMTC4	DNOV00014202	gene1745
DOCK9	DNOV00011216	gene1756
LOC100859280	DNOV00018572	gene1785
MYCBP2	DNOV00008116	gene1800
SLAIN1	DNOV00008113	gene1798
TBC1D4	DNOV00008125	gene1811
LOC100858722	DNOV00004153	gene1973
RNF17	DNOV00017324	gene2020
HEPHL1	DNOV00006937	gene2086
SYTL2	DNOV00015398	gene2126
MYO7A	DNOV00011956	gene2151
ZDHHC20	DNOV00004184	gene1999
ARHGAP42	DNOV00006966	gene2068
MAML2	DNOV00006956	gene2072
CTSC	DNOV00014961	gene2108
PRCP	DNOV00014951	gene2116
ODZ4	DNOV00016434	gene2132
RSF1	DNOV00011951	gene2146
LRCH1	DNOV00003632	gene1874
SERPINE3	DNOV00003659	gene1906
FREM2	DNOV00009629	gene1929
LOC100858745	DNOV00017154	gene2172
DCHS1	DNOV00017156	gene2169
LOC100859045	DNOV00018221	gene2180
OR52B2	DNOV00017192	gene2186
NUP98	DNOV00017007	gene2203
DGAT2	DNOV00011970	gene2209
SLCO2B1	DNOV00017272	gene2243
LOC426037	DNOV00017560	gene2280
TMUB1	DNOV00017709	gene2284
NCAPG2	DNOV00010058	gene2430
LOC420486	DNOV00008284	gene2473
LOC428417	DNOV00008285	gene2474
MYO3A	DNOV00008295	gene2483
LOC100859400	DNOV00008296	gene2484
KIAA1217	DNOV00016119	gene2490
MLLT10	DNOV00000894	gene2499
C2H10orf112	DNOV00000904	gene2504
LOC100859697	DNOV00000905	gene2505
C1QL3	DNOV00000933	gene2524
LOC100857750	DNOV00017239	gene2302
LOC428404	DNOV00002485	gene2393
SCN5A	DNOV00002488	gene2395
DIP2C	DNOV00010063	gene2435
ARHGAP12	DNOV00008268	gene2458
LOC100858122	DNOV00018060	gene2288
ZNF432	DNOV00017247	gene2291
ZNF467	DNOV00015636	gene2294
LOC420369	DNOV00017241	gene2301
LOC420370	DNOV00017238	gene2303
LOC420403	DNOV00016059	gene2358
NACAD	DNOV00016067	gene2367
LOC395944	DNOV00002486	gene2394
RHEB	DNOV00002497	gene2403
PTPRN2	DNOV00010056	gene2426
ANKIB1	DNOV00000969	gene2560
PPP1R9A	DNOV00000997	gene2584
DGKB	DNOV00003868	gene2616
AGMO	DNOV00003869	gene2617
LOC420606	DNOV00003898	gene2639
LOC100857462	DNOV00003912	gene2644
SLC4A7	DNOV00017339	gene2757
AZI2	DNOV00001044	gene2761
OSBPL10	DNOV00001035	gene2766
MYRIP	DNOV00008146	gene2846
GLI3	DNOV00012897	gene2926
ANKRD28	DNOV00006884	gene2725
WIPF3	DNOV00006875	gene2718
EOMES	DNOV00017338	gene2758
ATP2C1	DNOV00013178	gene2800
LOC100857506	DNOV00013183	gene2802
SFRP4	DNOV00013527	gene2872
LRRFIP2	DNOV00013483	gene2902
LOC776306	DNOV00013524	gene2903
LOC100858537	DNOV00018687	gene2904
CUL1	DNOV00014440	gene2946
ADCY1	DNOV00014434	gene2950
RECK	DNOV00016235	gene2973
NFATC1	DNOV00009209	gene2983
KIAA0319	DNOV00009185	gene2986
CDKAL1	DNOV00011559	gene2996
BMP6	DNOV00008674	gene3059
CDH9	DNOV00018489	gene3120
DNAJC14	DNOV00017961	gene3123
TRIO	DNOV00012440	gene3139
ADCY2	DNOV00015066	gene3159
COBL	DNOV00014564	gene3179
GABBR2	DNOV00014835	gene3219
LOC428510	DNOV00014406	gene3227
ZNF407	DNOV00016464	gene3259
CDH18	DNOV00012424	gene3126
VWC2	DNOV00014554	gene3169
LOC768893	DNOV00009437	gene3301
CCDC165	DNOV00009453	gene3315
EPB41L3	DNOV00005471	gene3325
PPP4R1	DNOV00009446	gene3310
ARHGAP28	DNOV00016468	gene3321
ZFHX4	DNOV00008041	gene3519
LOC100858989	DNOV00005018	gene3548
CNGB3	DNOV00005029	gene3557
SLC26A7	DNOV00005045	gene3570
ARFGEF1	DNOV00008081	gene3487
PREX2	DNOV00008077	gene3489
SULF1	DNOV00008073	gene3491
GDAP1	DNOV00008047	gene3515
GREB1L	DNOV00005438	gene3348
FAM92A1	DNOV00005049	gene3573
DLGAP1	DNOV00005465	gene3328
LAMA3	DNOV00005423	gene3363
KCTD1	DNOV00016546	gene3375
C2H18orf34	DNOV00013232	gene3395
ASXL3	DNOV00013229	gene3396
LOC421108	DNOV00013208	gene3408
LOC430761	DNOV00012595	gene3434
SLCO5A1	DNOV00008072	gene3492
HNF4G	DNOV00008044	gene3518
VPS13B	DNOV00007779	gene3609
GRHL2	DNOV00007766	gene3622
UBR5	DNOV00007762	gene3625
RIMS2	DNOV00007752	gene3635
ABRA	DNOV00007741	gene3643
LOC100859755	DNOV00005864	gene3749
EEF1D	DNOV00005883	gene3766
ASAP1	DNOV00017778	gene3713
SCRIB	DNOV00016157	gene3776
NRBP2	DNOV00016155	gene3778
RALGAPA2	DNOV00015486	gene3853
MACROD2	DNOV00003604	gene3876
EML6	DNOV00008029	gene3823
LOC100859107	DNOV00003584	gene3837
PACS1	DNOV00017789	gene3867
LOC421258	DNOV00018197	gene3873
SLC1A4	DNOV00003514	gene3933
CLIP4	DNOV00001283	gene3904
LOC100858435	DNOV00001275	gene3896
PCSK2	DNOV00003592	gene3958
CNKSR3	DNOV00008801	gene4470
TAGAP	DNOV00002325	gene4490
LOC100857919	DNOV00002367	gene4519
LOC100858990	DNOV00010197	gene4016
GNMT	DNOV00010196	gene4017
LOC100859089	DNOV00003558	gene4026
HNRPLL	DNOV00003561	gene4029
DHX57	DNOV00003567	gene4034
SYT14	DNOV00010297	gene4134
MTA3	DNOV00010279	gene4150
LOC100857520	DNOV00010274	gene4153
GPCPD1	DNOV00003556	gene4040
KIF6	DNOV00004935	gene4193
LOC421441	DNOV00004965	gene4216
ABCC10	DNOV00004986	gene4234
LOC421491	DNOV00005575	gene4282
WDR64	DNOV00005595	gene4300
FMN2	DNOV00005601	gene4305
RYR2	DNOV00012794	gene4309
LOC428586	DNOV00004424	gene4337
PCNXL2	DNOV00004425	gene4339
LOC100859633	DNOV00004431	gene4345
LOC768374	DNOV00004434	gene4347
GALNT2	DNOV00004447	gene4359
CNIH3	DNOV00001247	gene4062
SYNE1	DNOV00008789	gene4460
IPCEF1	DNOV00008800	gene4469
ARID1B	DNOV00008810	gene4476
USH2A	DNOV00014876	gene4102
UBR2	DNOV00010290	gene4139
LOC100857980	DNOV00011028	gene4169
LRFN2	DNOV00011006	gene4190
DAAM2	DNOV00011001	gene4192
LOC100859567	DNOV00005556	gene4264
LOC421506	DNOV00005594	gene4299
ARID4B	DNOV00005963	gene4326
FRMD1	DNOV00004480	gene4386
SH3BGRL2	DNOV00009302	gene4765
PHIP	DNOV00009305	gene4770
RIMS1	DNOV00013675	gene4789
LOC100858147	DNOV00013687	gene4799
COL19A1	DNOV00013689	gene4800
LOC100858288	DNOV00013698	gene4805
DST	DNOV00013716	gene4821
ZBTB24	DNOV00006632	gene4652
L3MBTL3	DNOV00002413	gene4565
RRAGD	DNOV00011820	gene4719
FILIP1	DNOV00013607	gene4777
THEMIS	DNOV00003922	gene4572
C3H6orf174	DNOV00003924	gene4574
RNF217	DNOV00003941	gene4584
TRDN	DNOV00003947	gene4586
RFX6	DNOV00012837	gene4613
C3H6orf170	DNOV00003961	gene4594
GPR6	DNOV00006629	gene4649
CD164	DNOV00006634	gene4655
DLGAP2	DNOV00016583	gene4859
ARHGEF10	DNOV00016581	gene4857
LOC421968	DNOV00013956	gene4945
EFR3B	DNOV00013591	gene5013
ADCY3	DNOV00013589	gene5015
MSRA	DNOV00013574	gene5031
RCAN2	DNOV00011048	gene5093
LOC421935	DNOV00007440	gene4899
GREB1	DNOV00007426	gene4912
RDH14	DNOV00016488	gene4926
AGBL5	DNOV00018643	gene4972
C3H8orf80	DNOV00016300	gene4996
ZNF395	DNOV00013586	gene5020
KIF13B	DNOV00013576	gene5030
GPR115	DNOV00016844	gene5101
LOC100857422	DNOV00001639	gene5317
BRWD3	DNOV00001648	gene5322
LOC428714	DNOV00005756	gene5361
MAMLD1	DNOV00016600	gene5479
MID2	DNOV00013015	gene5171
LOC422264	DNOV00018177	gene5302
LOC422284	DNOV00014122	gene5325
LOC422306	DNOV00005757	gene5362
ATRX	DNOV00005801	gene5395
PGRMC1	DNOV00008876	gene5458
CD99L2	DNOV00016602	gene5476
OPHN1	DNOV00009152	gene5128
STARD8	DNOV00009149	gene5130
RXFP2	DNOV00009148	gene5131
EDA	DNOV00009141	gene5134
BCORL1	DNOV00014112	gene5162
ERCC6L	DNOV00013012	gene5168
DLG3	DNOV00001596	gene5234
DOCK11	DNOV00001579	gene5251
INPPL1	DNOV00009134	gene5139
ZIC3	DNOV00001551	gene5285
RAPGEF2	DNOV00010368	gene5526
MAML3	DNOV00009648	gene5570
SMARCA5	DNOV00009630	gene5585
POU4F2	DNOV00016920	gene5599
CPE	DNOV00010734	gene5540
GRID2	DNOV00016263	gene5664
AGXT2L1	DNOV00016773	gene5670
SNX25	DNOV00008618	gene5697
WWC2	DNOV00008604	gene5714
MAPK10	DNOV00012224	gene5774
TMEM150C	DNOV00012215	gene5781
LOC100857543	DNOV00017465	gene5606
LRBA	DNOV00017467	gene5608
PARM1	DNOV00017791	gene5638
FAM13A	DNOV00017358	gene5658
SMARCAD1	DNOV00016262	gene5665
COL25A1	DNOV00016775	gene5669
SAP30	DNOV00010704	gene5724
ANTXR2	DNOV00015768	gene5753
LOC100859858	DNOV00016210	gene5645
MOBKL1A	DNOV00011660	gene5842
ANKRD17	DNOV00014004	gene5853
ADAD1	DNOV00011398	gene5885
IGFBP7	DNOV00015110	gene5806
ARL9	DNOV00015116	gene5813
STAP1	DNOV00015616	gene5864
UGT2A3	DNOV00015621	gene5869
FAT4	DNOV00011414	gene5874
TRPC3	DNOV00011247	gene5888
TNIP3	DNOV00011254	gene5894
PDE5A	DNOV00011262	gene5900
USP53	DNOV00011266	gene5903
STBD1	DNOV00011675	gene5830
ZDHHC2	DNOV00014838	gene6011
KIAA1211	DNOV00002103	gene6023
LOC100857733	DNOV00002065	gene6058
GRXCR1	DNOV00002053	gene6072
LOC100858187	DNOV00002037	gene6089
TBC1D1	DNOV00002018	gene6107
LOC100859028	DNOV00011278	gene6140
LOC100859145	DNOV00003370	gene6149
SORCS2	DNOV00003427	gene6203
ABLIM2	DNOV00003429	gene6205
OXT	DNOV00010572	gene6313
SLC4A11	DNOV00010564	gene6321
ATRN	DNOV00010561	gene6325
DYSF	DNOV00017072	gene6344
PDGFRL	DNOV00014843	gene6003
DLC1	DNOV00002110	gene6017
LOC100857466	DNOV00014912	gene5934
APBB2	DNOV00002041	gene6084
GPR125	DNOV00011277	gene6141
JAKMIP1	DNOV00003413	gene6192
ACOX3	DNOV00003432	gene6208
POLN	DNOV00006412	gene6236
PTPRA	DNOV00010574	gene6311
EXOC6B	DNOV00018069	gene6342
ANK2	DNOV00015177	gene5918
C4H4orf32	DNOV00014915	gene5931
LOC100858561	DNOV00007979	gene5973
BANK1	DNOV00007978	gene5974
LOC100859494	DNOV00018224	gene6369
LOC429955	DNOV00014299	gene6381
MS4A15	DNOV00007865	gene6414
FNBP4	DNOV00014304	gene6376
NUP160	DNOV00014303	gene6377
SPTB	DNOV00014301	gene6378
LOC428812	DNOV00014295	gene6383
LOC428815	DNOV00015023	gene6389
LOC428816	DNOV00017282	gene6390
LOC100857896	DNOV00007854	gene6419
LOC776194	DNOV00007853	gene6420
PLCB2	DNOV00013843	gene6429
RPUSD2	DNOV00016682	gene6439
B4GALNT4	DNOV00015595	gene6469
NRXN3	DNOV00015331	gene7104
INSC	DNOV00003046	gene6586
SOX6	DNOV00003045	gene6588
SYT9	DNOV00003110	gene6532
PPFIBP2	DNOV00003107	gene6534
DENND5A	DNOV00003068	gene6565
PIK3C2A	DNOV00003037	gene6593
USH1C	DNOV00003029	gene6597
OTOGL	DNOV00003028	gene6598
TRPM5	DNOV00006464	gene6626
MUC	DNOV00006491	gene6649
LOC100859916	DNOV00017311	gene6651
LOC100858103	DNOV00006438	gene6607
C5H11orf74	DNOV00018086	gene6771
LOC100859174	DNOV00006689	gene6800
LRP4	DNOV00006679	gene6812
LOC428867	DNOV00013779	gene6835
PLA2G4E	DNOV00001071	gene6864
LOC771574	DNOV00001079	gene6868
LOC100857396	DNOV00001094	gene6879
STARD9	DNOV00001095	gene6880
FSIP1	DNOV00001171	gene6949
ZNF770	DNOV00013341	gene6972
AKAP6	DNOV00010088	gene7000
NPAS3	DNOV00010084	gene7002
ISCA2	DNOV00003994	gene7050
PARVA	DNOV00003098	gene6543
LOC100858499	DNOV00016448	gene6728
PPFIA1	DNOV00010301	gene6741
SHANK2	DNOV00012768	gene6743
AMBRA1	DNOV00006671	gene6819
LOC100859610	DNOV00013766	gene6824
PPP1R14D	DNOV00013780	gene6837
TTBK2	DNOV00001098	gene6883
LOC771753	DNOV00001106	gene6891
C5H15orf24	DNOV00001176	gene6953
EGLN3	DNOV00010083	gene7003
TNFAIP2	DNOV00005522	gene7239
KIF26A	DNOV00005539	gene7258
INF2	DNOV00016397	gene7262
PLD4	DNOV00016391	gene7269
LOC100859090	DNOV00016390	gene7270
LOC100859120	DNOV00010265	gene7271
SYNE2	DNOV00010246	gene7286
LOC776176	DNOV00010238	gene7293
SYT16	DNOV00010237	gene7294
PRKCH	DNOV00010234	gene7297
NAA30	DNOV00011541	gene7335
MDGA2	DNOV00009976	gene7360
NIN	DNOV00009998	gene7382
LOC100857753	DNOV00009999	gene7383
PTEN	DNOV00012036	gene7528
FAM13C	DNOV00011988	gene7419
LOC100857497	DNOV00011989	gene7509
MYPN	DNOV00012635	gene7540
COL13A1	DNOV00012089	gene7563
DDIT4	DNOV00012116	gene7575
LOC100858414	DNOV00012113	gene7578
LDB3	DNOV00005408	gene7429
WDFY4	DNOV00015383	gene7695
IDE	DNOV00006570	gene7746
ABCC2	DNOV00016493	gene7768
PDZD7	DNOV00008303	gene7820
FAM178A	DNOV00008298	gene7824
LOC423860	DNOV00014566	gene7826
AFAP1L2	DNOV00012241	gene7891
ATRNL1	DNOV00012246	gene7896
LOC100857342	DNOV00016757	gene7920
LOC423943	DNOV00018155	gene7943
CUZD1	DNOV00017439	gene7944
LOC100858023	DNOV00008431	gene7975
LOC100858647	DNOV00015474	gene7683
LOC423783	DNOV00017049	gene7697
LOC100859363	DNOV00005341	gene7613
SLIT1	DNOV00008329	gene7795
LCOR	DNOV00008327	gene7799
LOC100858359	DNOV00007216	gene7871
NRAP	DNOV00007203	gene7882
FAM160B1	DNOV00012244	gene7893
HMX2	DNOV00008406	gene7951
JAKMIP3	DNOV00008446	gene7989
CAMK2G	DNOV00007019	gene7628
USP54	DNOV00007032	gene7638
TLL2	DNOV00007044	gene7651
SPAG16	DNOV00000735	gene8051
ABCA12	DNOV00000741	gene8054
LRRFIP1	DNOV00015225	gene8063
FAM171B	DNOV00017450	gene8025
LOC424033	DNOV00017855	gene8091
LOC100859347	DNOV00017853	gene8092
ITGA4	DNOV00017529	gene8215
PARD3B	DNOV00000701	gene8192
TTN	DNOV00000001	gene8221
PDE11A	DNOV00000010	gene8228
CASP10	DNOV00000654	gene8157
NEB	DNOV00013364	gene8530
LOC100857935	DNOV00015887	gene8531
KCNH7	DNOV00000108	gene8321
SLC4A10	DNOV00000115	gene8326
OSBPL11	DNOV00012698	gene8453
DPP10	DNOV00016340	gene8475
YSK4	DNOV00014417	gene8485
FMNL2	DNOV00015892	gene8534
SCRN3	DNOV00000034	gene8257
ZAK	DNOV00000041	gene8265
MYO3B	DNOV00000066	gene8284
C7H2orf77	DNOV00000072	gene8290
LOC424167	DNOV00000077	gene8295
OBSL1	DNOV00000131	gene8341
TMEM198	DNOV00000132	gene8342
SPEG	DNOV00000139	gene8348
LOC424214	DNOV00000168	gene8382
PNKD	DNOV00000175	gene8389
FMO4	DNOV00006284	gene8654
FAM102B	DNOV00010445	gene8570
LOC100859700	DNOV00010457	gene8581
DENND1B	DNOV00010470	gene8593
CRB1	DNOV00010471	gene8594
CAMSAP1L1	DNOV00010454	gene8578
F13B	DNOV00010475	gene8597
RGS18	DNOV00006240	gene8609
OLFML2B	DNOV00006248	gene8615
CRIP2	DNOV00006257	gene8625
PACS2	DNOV00006259	gene8627
C8H1orf112	DNOV00006292	gene8662
ASTN1	DNOV00002172	gene8714
PAPPA2	DNOV00002170	gene8715
LAMC2	DNOV00002147	gene8736
GLRX2	DNOV00006232	gene8603
LOC100859371	DNOV00002125	gene8758
FNBP1L	DNOV00004261	gene8812
KIF2C	DNOV00008777	gene8921
PLK3	DNOV00005952	gene8924
LOC100858105	DNOV00005950	gene8925
ZSWIM5	DNOV00005945	gene8931
PIK3R3	DNOV00005924	gene8949
FOXE3	DNOV00005898	gene8973
AGBL4	DNOV00005891	gene8979
FAF1	DNOV00018059	gene8982
LDLRAD1	DNOV00004594	gene9022
USP24	DNOV00004575	gene9038
INADL	DNOV00016104	gene9063
DOCK7	DNOV00016107	gene9067
SLC5A9	DNOV00005894	gene8976
ABCA4	DNOV00009271	gene8806
MAP3K13	DNOV00010791	gene9185
LIPH	DNOV00010793	gene9187
SENP2	DNOV00017454	gene9206
WDR69	DNOV00001884	gene9313
STAG1	DNOV00010780	gene9136
ATR	DNOV00012982	gene9328
LOC424748	DNOV00001791	gene9152
LOC769332	DNOV00001806	gene9168
LOC769463	DNOV00001817	gene9176
LOC100857307	DNOV00010788	gene9183
KY	DNOV00010797	gene9190
FARP2	DNOV00011103	gene9242
LOC100857983	DNOV00001825	gene9257
MOGAT1	DNOV00001858	gene9289
CUL3	DNOV00001866	gene9297
GUCY1B2	DNOV00001867	gene9298
COL4A3	DNOV00001877	gene9306
LOC424918	DNOV00009700	gene9398
DIS3L2	DNOV00006074	gene9418
ECEL1	DNOV00006071	gene9421
LOC100858296	DNOV00007111	gene9502
LRRIQ4	DNOV00007101	gene9514
LOC425001	DNOV00007089	gene9522
ATP13A3	DNOV00010640	gene9359
PLSCR5	DNOV00010665	gene9341
LRRC15	DNOV00010637	gene9361
LOC769039	DNOV00010634	gene9363
LRCH3	DNOV00009704	gene9402
LOC425295	DNOV00006045	gene9450
ATP11B	DNOV00006029	gene9469
NAALADL2	DNOV00007132	gene9489
SLITRK3	DNOV00007082	gene9529
ARHGEF26	DNOV00009921	gene9576
IGSF10	DNOV00009929	gene9583
AP3B2	DNOV00002857	gene9647
ARID3B	DNOV00002896	gene9687
MZT2B	DNOV00002826	gene9619
NEO1	DNOV00002873	gene9661
MUC1	DNOV00002914	gene9671
LOC100857364	DNOV00002913	gene9672
FBN1	DNOV00008832	gene9842
CEP152	DNOV00008829	gene9843
ADAMTSL3	DNOV00004736	gene9879
TMEM2	DNOV00004754	gene9893
C10H15orf42	DNOV00004770	gene9906
LOC426324	DNOV00017838	gene9939
PDCD7	DNOV00006801	gene9974
PARP16	DNOV00006793	gene9983
ADAMTS7	DNOV00013403	gene10028
LOC100858222	DNOV00016821	gene10054
THSD4	DNOV00003332	gene9779
NEDD4	DNOV00003359	gene9801
UNC13C	DNOV00015603	gene9811
SLC12A1	DNOV00008834	gene9839
AEN	DNOV00004783	gene9917
AKAP13	DNOV00015715	gene9929
ADAMTS17	DNOV00006817	gene9960
RASGRF1	DNOV00013393	gene10039
MAN2A2	DNOV00017221	gene10059
FAM81A	DNOV00003335	gene9781
TLN2	DNOV00003297	gene9747
FAM63B	DNOV00003340	gene9787
AP4E1	DNOV00008845	gene9829
GPR56	DNOV00007553	gene10099
NLRC5	DNOV00007534	gene10113
GPR114	DNOV00007552	gene10100
RLTPR	DNOV00017218	gene10143
LOC100859373	DNOV00014187	gene10154
LOC415671	DNOV00007519	gene10155
LOC415689	DNOV00010037	gene10186
THAP11	DNOV00014813	gene10124
TMEM208	DNOV00014807	gene10131
DPEP2	DNOV00011422	gene10222
NFATC3	DNOV00011426	gene10217
GAN	DNOV00011511	gene10360
LOC100859733	DNOV00014753	gene10405
ACSF3	DNOV00014739	gene10420
ADCY7	DNOV00007683	gene10247
GPT2	DNOV00007706	gene10262
WTIP	DNOV00009340	gene10314
LOC415852	DNOV00018887	gene10428
TCF25	DNOV00018196	gene10438
SNTB2	DNOV00017334	gene10450
RAD54L2	DNOV00010921	gene10569
DOCK3	DNOV00010918	gene10546
LOC415976	DNOV00011614	gene10641
PDE12	DNOV00007591	gene10681
DNAH1	DNOV00011367	gene10586
SYN2	DNOV00011593	gene10624
PARP3	DNOV00011376	gene10593
IQSEC1	DNOV00011613	gene10640
FBLN2	DNOV00011618	gene10645
DNAH12	DNOV00007593	gene10680
PODXL2	DNOV00007655	gene10708
LOC416036	DNOV00007638	gene10723
MTMR14	DNOV00007623	gene10740
LOC416052	DNOV00007617	gene10745
PLXND1	DNOV00012478	gene10862
FAM19A4	DNOV00005122	gene10801
CNTN3	DNOV00005148	gene10826
H1FOO	DNOV00012479	gene10861
FGD5	DNOV00012470	gene10870
SLC25A26	DNOV00005111	gene10793
LOC768971	DNOV00012377	gene10895
NRG2	DNOV00012370	gene10900
APBB3	DNOV00012361	gene10910
SH3PXD2B	DNOV00002677	gene11001
TBC1D9B	DNOV00002649	gene11130
CNOT6	DNOV00013120	gene11143
RASGEF1C	DNOV00013115	gene11147
ARAP3	DNOV00011901	gene10921
LOC769940	DNOV00014446	gene10943
ARHGEF37	DNOV00002664	gene10991
IL17B	DNOV00004191	gene10993
RGS14	DNOV00002700	gene11026
SLC34A1	DNOV00002701	gene11027
MXD3	DNOV00002708	gene11034
LOC100857330	DNOV00002709	gene11035
LOC426687	DNOV00002717	gene11045
LOC416224	DNOV00002722	gene11048
SPINK5	DNOV00002733	gene11059
FAT2	DNOV00005647	gene11101
SPOCK1	DNOV00013100	gene11162
TRPC7	DNOV00013094	gene11163
LOC100857646	DNOV00002937	gene11177
LOC100857678	DNOV00002946	gene11186
KDM3B	DNOV00003023	gene11260
GRXCR2	DNOV00003003	gene11246
VWA3A	DNOV00001904	gene11531
SLC9A3R2	DNOV00008731	gene11455
UNKL	DNOV00016710	gene11505
ITPRIPL2	DNOV00012610	gene11522
LOC100858908	DNOV00003665	gene11559
SNRNP25	DNOV00009835	gene11580
SHISA9	DNOV00002245	gene11282
USP42	DNOV00001920	gene11298
UNCX	DNOV00001961	gene11334
SLC29A4	DNOV00002009	gene11367
RAI1	DNOV00005275	gene11401
LLGL1	DNOV00005284	gene11411
